ticker,name,close,change,change_abs,volume,market_cap_basic,price_earnings_ttm,sector,industry
AMEX:PZG,PZG,1.055,-3.2110091743119393,-0.03500000000000014,130804,81833511.17889906,,Non-Energy Minerals,Precious Metals
NASDAQ:MCHX,MCHX,1.85,2.77777777777778,0.050000000000000044,10640,81731114.02777778,,Commercial Services,Advertising/Marketing Services
OTC:MTIRF,MTIRF,0.445,23.611111111111118,0.08500000000000002,600,81727176.08490565,,Non-Energy Minerals,Other Metals/Minerals
OTC:RSKIA,RSKIA,16.7,-3.7353008992391037,-0.6479999999999997,150,81683548.00000001,9.982664833522625,Electronic Technology,Computer Peripherals
NASDAQ:LOOP,LOOP,1.7001,5.596273291925456,0.09009999999999985,84844,81678020.45590061,,Process Industries,Chemicals: Specialty
OTC:BSND,BSND,825,0,0,50,81609825,,Non-Energy Minerals,Construction Materials
NASDAQ:YHNA,YHNA,10.53,0.5730659025787843,0.05999999999999872,938,81607501.00237982,594.9152542372881,Finance,Financial Conglomerates
OTC:CUAUF,CUAUF,0.8168,-1.5903614457831314,-0.01319999999999999,1300,81585906.77078262,,Non-Energy Minerals,Other Metals/Minerals
NASDAQ:COLA,COLA,10.2615,0.014619883040936225,0.0015000000000000568,1893,81520331.83500001,183.24107142857142,Finance,Financial Conglomerates
NASDAQ:SGA,SGA,12.6477,0.7841074800984902,0.09839999999999982,1415,81450189.22949487,37.93551289742052,Consumer Services,Broadcasting
